source_center,destination_center,mean_delay_ratio,delay_variance,avg_distance,avg_actual_time,sla_breach_rate,trip_count
106,111,3.899611928104575,1.4651136198283783,20.792625,65.25,1.0,4
106,135,4.173983055550566,3.5989512063479516,93.83041428571428,319.14285714285717,1.0,7
107,5,2.0549255982606836,0.39332551895926265,50.023292500000004,72.7,1.0,40
107,135,2.1662468737099823,0.21557307916028837,85.7528472440945,138.83070866141733,0.9763779527559056,254
108,107,2.0956578109712782,0.048522746756053454,26.713805555555556,40.05555555555556,1.0,18
109,107,2.0829052483464245,0.5023457174279512,12.622129411764705,20.029411764705884,1.0,34
110,5,1.5495689655172413,0.060948647443519584,43.25705,72.0,1.0,2
110,101,1.626198681843843,0.0481767409647631,26.072429999999997,45.6,1.0,10
111,101,1.793354997399115,0.04075829486963291,30.1344375,54.875,1.0,8
112,106,2.0018382352941178,0.007359699394463656,21.46695,33.0,1.0,2
112,108,1.3924682395644283,0.26813523341490964,43.661249999999995,45.0,0.5,2
113,156,1.9461193568336426,0.2815574437501618,17.881985714285715,43.142857142857146,1.0,7
113,157,1.1538768453251762,0.0018713951432980068,62.3021,102.0,0.5,2
114,117,1.2897058720334582,0.007886766767672025,26.102483333333335,35.0,0.8333333333333334,12
114,135,3.172391012345647,9.147093667421062,43.108984615384614,108.84615384615384,0.6923076923076923,13
115,117,1.4615384615384617,0.002958579881656792,26.0465,39.5,1.0,2
115,120,1.2496294760445703,0.0002927034298811112,44.49733333333334,59.333333333333336,1.0,3
115,135,3.0338660230842027,7.21860310956689,40.536344444444445,98.77777777777777,0.7777777777777778,9
116,116,1.389811782420478,0.006812684291361284,24.7991875,30.9375,1.0,16
116,135,5.843750347048697,12.507558037387916,57.302666666666674,279.6666666666667,1.0,3
117,115,1.3706293706293706,0.005501491515477542,26.00055,33.0,1.0,2
117,135,5.533737535423779,10.615029863137101,72.60383684210527,386.6842105263158,1.0,19
118,120,1.1373545862968941,0.057352837235802166,26.666792307692308,32.76923076923077,0.46153846153846156,13
119,5,1.6416666666666666,0.023472222222222176,29.875999999999998,37.0,1.0,2
119,95,1.2619047619047619,0.010204081632653052,33.0131,32.5,1.0,2
120,119,1.3673719958202717,0.011089880355094936,28.65005,34.75,1.0,4
120,121,2.0,,19.4578,36.0,1.0,1
121,113,1.8310996101189747,0.19320601594804226,45.67335666666667,67.8,1.0,30
121,114,1.7204603388813915,0.04060566993185311,44.36188333333333,62.0,1.0,6
122,123,1.1454545454545455,0.05619834710743799,24.3741,25.6,0.6,5
123,124,1.9784261715296196,0.08150239102036398,53.871333333333325,88.33333333333333,1.0,3
124,122,1.0904317383464879,0.0623983176349308,44.24061666666666,48.041666666666664,0.375,24
124,125,1.3391855058521724,0.04317771729989144,25.75701111111111,32.333333333333336,0.7777777777777778,9
124,126,0.7556968002961034,0.035793472573580704,54.74526428571429,30.535714285714285,0.03571428571428571,28
124,135,1.6841453324117608,0.06651860196882786,122.54348198757764,152.26708074534162,1.0,161
125,127,0.8042131176904211,0.025881713340592943,36.871663636363635,31.242424242424242,0.06060606060606061,33
126,128,1.6470773160428334,0.2763269213083062,28.465459999999997,43.8,0.6,5
127,124,1.5254993261703094,0.5678017100618666,57.84655833333333,83.125,0.8125,48
128,134,1.4970814132104455,0.1507423845940272,27.8944,39.75,1.0,4
129,5,3.7746560024151035,2.6275275553654067,103.05101879699248,330.9172932330827,1.0,133
129,124,1.0231154509647382,0.008431763496242726,41.81594848484849,43.696969696969695,0.09090909090909091,33
129,129,1.8875,0.0188033824640967,26.836175,34.75,1.0,4
129,131,1.0092879256965945,0.05590008530705747,38.8917,36.0,0.5,2
129,132,2.1064425770308124,0.00025108082448665564,27.3656,40.0,1.0,2
129,133,1.4080662393162393,0.026750829709094155,45.759150000000005,46.833333333333336,1.0,6
129,135,3.6068326684947687,1.5140244701916874,136.03533,417.1,1.0,10
130,130,2.007217444717445,0.514197561840375,37.6012,69.5,1.0,4
131,130,3.3682065217391304,1.2983259983459357,31.245150000000002,89.0,1.0,2
