node,in_degree,out_degree,betweenness,pagerank,bottleneck_score,estimated_delay_cost
391.0,1,3,0.004282487093457648,0.0003935490555578521,0.9018310595540503,9018.310595540503
925.0,2,3,0.0038202519228810908,0.00046355383408618896,0.9016671669193782,9016.671669193782
1262.0,1,3,0.0032652376034835707,0.00038012192978194157,0.901420131620328,9014.20131620328
411.0,2,3,0.0033517375327803468,0.0001221981165261878,0.9013773544480699,9013.773544480699
615.0,3,3,0.002556443948836385,0.0006303508576756251,0.9012116828368372,9012.116828368371
1434.0,2,3,0.002456926483847858,0.000392598397007226,0.9011005501126412,9011.005501126412
543.0,1,3,0.002009795582457731,0.0007583919191449459,0.9010314358087265,9010.314358087264
796.0,1,3,0.002169670746229574,0.0002014272665396737,0.9009282964784536,9009.282964784536
626.0,4,3,0.001323534781977482,0.0006733031826334768,0.900731404867581,9007.31404867581
756.0,1,3,0.001505165607045722,0.0003836838425169439,0.9007171713955733,9007.171713955733
171.0,1,3,0.0016127054588832878,0.0002029901707149109,0.9007059792347677,9007.059792347676
943.0,1,3,0.0015577278276220426,0.00011726952189678048,0.9006582719876177,9006.582719876178
919.0,2,3,0.0014327456993284058,0.00021742198374903035,0.900638324874856,9006.38324874856
279.0,2,3,0.0012965736526436994,0.0003762152456429777,0.9006314940347503,9006.314940347504
174.0,2,3,0.0009981435480054498,0.0007346853993444902,0.9006196630390054,9006.196630390054
97.0,1,3,0.0011015236880089487,0.0005727967170019336,0.9006124484903041,9006.12448490304
765.0,2,3,0.0011772608827187267,0.00042385454989254457,0.9005980607180551,9005.980607180552
1370.0,2,3,0.0010791917676881483,0.00040173381697496276,0.9005521968521677,9005.521968521676
1436.0,2,3,0.0011216348653144523,0.0003114555344585025,0.9005420906064633,9005.420906064634
989.0,2,3,0.0011687067450099505,0.000246866629584139,0.9005415426868791,9005.41542686879
268.0,1,3,0.0010118004793582905,0.00044062419945261445,0.900536907451579,9005.36907451579
774.0,3,3,0.0009848577289176318,0.00045971747213810536,0.9005318583332084,9005.318583332084
892.0,1,3,0.001081864354353093,0.00021609429242060258,0.9004975740294673,9004.975740294673
582.0,1,3,0.0008746373862058462,0.00027060070642851797,0.9004310351664108,9004.310351664108
115.0,2,3,0.0009014789242105895,0.00014262869148444677,0.9004033801771295,9004.033801771295
924.0,1,3,0.0007030128081233804,0.00020318926492480044,0.9003421619027268,9003.421619027267
795.0,1,3,0.0007384858390557784,0.00011345630231630868,0.9003294312263171,9003.294312263171
1330.0,1,3,0.0006855241222433946,0.0001074574080546006,0.9003064468713137,9003.064468713137
338.0,1,3,0.0006685958566651616,0.00011255872939944288,0.9003012059614858,9003.012059614857
627.0,2,3,0.0005136335124017165,0.0002468514057317672,0.9002795088266802,9002.795088266801
733.0,1,3,0.00048675084680396634,0.00015565888826491858,0.900241398005201,9002.41398005201
469.0,2,3,0.0004422173750012247,0.000164289940498336,0.9002261739321499,9002.261739321499
34.0,1,3,0.0004355373542308134,0.00014072219466361083,0.9002164316000913,9002.164316000913
625.0,3,3,1.580938248997329e-05,0.00043192584590325515,0.9001359015067669,9001.35901506767
894.0,2,3,0.0001287515685855118,0.0001859226610186569,0.9001072774257397,9001.072774257396
298.0,1,3,6.138196863477897e-05,0.00027481042079387864,0.900106995913692,9001.069959136921
583.0,1,3,5.789351334356416e-05,0.00013026491768580915,0.9000622368806431,9000.622368806431
58.0,1,3,1.8704058157151498e-05,0.0001587688809356728,0.9000551122875434,9000.551122875435
163.0,1,3,0.0,0.00016519635090158174,0.9000495589052704,9000.495589052704
502.0,1,3,1.799152260830763e-05,0.00011692429943656736,0.9000422738988743,9000.422738988742
236.0,1,3,0.0,0.00013976388145074125,0.9000419291644352,9000.419291644352
563.0,1,3,9.352029078575749e-06,0.00011288852630182384,0.9000376073695219,9000.376073695219
434.0,1,3,0.0,0.00011951733582009325,0.9000358552007459,9000.35855200746
473.0,1,3,3.785345103233041e-06,0.00011301934701112561,0.9000354199421445,9000.354199421445
11.0,1,3,8.096994873225757e-07,0.00010518629381618871,0.9000318797679397,9000.318797679398
1499.0,0,3,0.0,0.0001,0.9000299999999999,9000.3
1498.0,0,3,0.0,0.0001,0.9000299999999999,9000.3
1492.0,0,3,0.0,0.0001,0.9000299999999999,9000.3
1496.0,0,3,0.0,0.0001,0.9000299999999999,9000.3
1009.0,3,2,0.17018062959872557,0.0007765478262497418,0.6683052161873652,6683.052161873652
1253.0,1,2,0.11821961282835432,0.0005197300555279727,0.6474437641480001,6474.437641480001
1202.0,22,2,0.10087464580821767,0.00610164912817347,0.642180353061739,6421.803530617391
562.0,23,2,0.09583009882486351,0.006769212075237353,0.6403628031525166,6403.628031525166
1172.0,1,2,0.09143676792008883,0.0009857155579584915,0.6368704218354231,6368.704218354231
887.0,3,2,0.08291168724134211,0.00023473063194621015,0.6332350940861207,6332.350940861206
1179.0,1,2,0.08251931744215231,0.00015331730682370778,0.633053722168908,6330.53722168908
1269.0,1,2,0.06863154464090691,0.003040986620664396,0.6283649138425621,6283.6491384256215
763.0,2,2,0.06246141687156642,0.001260413883389542,0.6253626909136434,6253.626909136434
804.0,1,2,0.059471727628536086,0.004290481089746759,0.6250758353783384,6250.758353783384
791.0,3,2,0.059636362572187046,0.0016342148836657705,0.6243448094939745,6243.448094939746
761.0,1,2,0.06027059272623051,0.00042711146583184975,0.6242363705302417,6242.363705302418
987.0,5,2,0.05933077246126827,0.000761333497398137,0.6239607090337267,6239.6070903372665
931.0,2,2,0.05059158511350874,0.0003331741463111807,0.6203365862892968,6203.365862892968
1424.0,7,2,0.04872185330835556,0.002155700415223663,0.6201354514479093,6201.354514479092
339.0,10,2,0.04871726530043893,0.0020164572725272123,0.6200918433019337,6200.918433019337
594.0,2,2,0.04709741752093529,0.0035800355249385146,0.6199129776658556,6199.129776658557
942.0,1,2,0.048132044408833986,0.0004673802717183997,0.6193930318450491,6193.9303184504915
999.0,2,2,0.047170262121664815,0.00046327198137795217,0.6190070864430793,6190.070864430793
101.0,2,2,0.045645386354234666,0.0003231548262317899,0.6183551009895634,6183.551009895634
696.0,2,2,0.04322490910329633,0.0006238076967933538,0.6174771059503565,6174.771059503565
701.0,1,2,0.04319262233623934,0.0005730478464316759,0.6174489632884252,6174.489632884252
711.0,2,2,0.037915091719230035,0.00020277810522538022,0.6152268701192596,6152.2687011925955
689.0,1,2,0.035069699760846874,0.00013924356994705905,0.6140696529753229,6140.696529753229
643.0,1,2,0.03417515591274511,0.0008126174949612911,0.6139138476135864,6139.138476135864
382.0,1,2,0.03354765702830856,0.0015284647631998813,0.6138776022402833,6138.776022402833
120.0,2,2,0.033406436087618285,0.00031124063916886124,0.6134559466267979,6134.55946626798
1114.0,1,2,0.03314091877305144,0.0006493006460555728,0.6134511577030373,6134.511577030373
121.0,1,2,0.032405768976210676,0.0002571688935965195,0.6130394582585632,6130.394582585632
1012.0,3,2,0.03224859364613422,0.0003551523402480479,0.6130059831605281,6130.059831605281
113.0,2,2,0.031027458023915825,0.00022232175072295894,0.6124776797347832,6124.776797347832
112.0,1,2,0.030770945226332034,0.0005277157860660216,0.6124666928263526,6124.666928263526
1030.0,1,2,0.02981610119381539,0.00036621732813972157,0.612036305675968,6120.36305675968
965.0,2,2,0.029137584365658404,0.0003299769616248696,0.6117540268347508,6117.540268347508
3.0,1,2,0.02161292339014292,0.00014205899558891621,0.6086877870547338,6086.877870547338
846.0,1,2,0.02002543380475795,0.0015979675851195555,0.608489563797439,6084.89563797439
837.0,1,2,0.019613344383752042,0.000660755985748095,0.6080435645492253,6080.435645492253
984.0,2,2,0.019548907952325115,0.00012716302362549125,0.6078577120880176,6078.577120880176
1341.0,1,2,0.01828236859200982,0.0007425493608872393,0.6075357122450701,6075.3571224507
910.0,2,2,0.018090338671115615,0.00020656501872246664,0.607298104974063,6072.98104974063
1186.0,3,2,0.017252806679647525,0.0005045484547738121,0.6070524872082911,6070.52487208291
1085.0,3,2,0.015639849394584425,0.002629768616847334,0.6070448703428879,6070.448703428879
950.0,3,2,0.016988652150366546,0.0007955326051916259,0.607034120641704,6070.341206417041
1201.0,5,2,0.01678072749116111,0.0009548777758906861,0.6069987543292317,6069.987543292316
944.0,1,2,0.01615866699188825,0.001096713448248557,0.6067924808312298,6067.924808312298
1118.0,1,2,0.01597562417301169,0.00041279235436127273,0.606514087375513,6065.14087375513
335.0,2,2,0.015445544025344942,0.00104021075628526,0.6064902808370235,6064.902808370235
1037.0,1,2,0.015226801443613998,0.0004914335247490797,0.6062381506348703,6062.381506348703
110.0,1,2,0.015404964281600621,0.0001457041090552721,0.6062056969453568,6062.056969453568
1225.0,2,2,0.015103481853778664,0.00040166258079886034,0.6061618915157511,6061.618915157511
1241.0,1,2,0.014497863748487877,0.0002484595924589517,0.6058736833771328,6058.736833771328
1040.0,1,2,0.013919530921731304,0.0003578316777412857,0.6056751618720149,6056.751618720149
357.0,5,2,0.012800545267828756,0.0017221576199402324,0.6056368653931136,6056.368653931136
327.0,6,2,0.013354891916344987,0.0004779128068668466,0.605485330608598,6054.85330608598
843.0,8,2,0.010403918165122572,0.00430022083919008,0.6054516335178061,6054.51633517806
1014.0,5,2,0.012829965634438755,0.0008964589169997467,0.6054009239288755,6054.0092392887545
769.0,2,2,0.009920037606608364,0.0030598453454312876,0.6048859686462728,6048.859686462728
1372.0,2,2,0.010493608853293935,0.0007953065365528504,0.6044360355022834,6044.3603550228345
616.0,2,2,0.010391974005232868,0.0004456270792615689,0.6042904777258716,6042.904777258716
1351.0,2,2,0.010423988192375649,0.00038967916196878965,0.6042864990255409,6042.864990255409
766.0,2,2,0.009877062806318717,0.0008181836765509254,0.6041962802254928,6041.962802254928
762.0,11,2,0.005034282078657903,0.007093997231333332,0.6041419120008631,6041.419120008631
366.0,3,2,0.009971585100220033,0.00017469617770137023,0.6040410428933984,6040.410428933985
884.0,4,2,0.00838969680382424,0.001288249090289105,0.6037423534486164,6037.423534486164
1022.0,4,2,0.008255666781789246,0.0008213367701355765,0.6035486677437564,6035.486677437564
1006.0,1,2,0.008627552197364207,0.00023884597282781527,0.603522674670794,6035.22674670794
1220.0,4,2,0.007865098274726057,0.0008762952309798751,0.6034089278791843,6034.089278791843
